id_ibge,nc,votos,urnas_apuradas,prop,secoes_totais
4211850,LULA,601,100.00,36.45,6
4211876,JAIR BOLSONARO,765,100.00,48.76,7
4211876,LULA,804,100.00,51.24,7
4211892,JAIR BOLSONARO,1087,100.00,55.54,8
4211892,LULA,870,100.00,44.46,8
4211900,JAIR BOLSONARO,72870,100.00,65.70,373
4211900,LULA,38048,100.00,34.30,373
4212007,JAIR BOLSONARO,2134,100.00,48.04,18
4212007,LULA,2308,100.00,51.96,18
4212056,JAIR BOLSONARO,1442,100.00,62.80,10
4212056,LULA,854,100.00,37.20,10
4212106,JAIR BOLSONARO,7062,100.00,70.45,42
4212106,LULA,2962,100.00,29.55,42
4212205,JAIR BOLSONARO,6883,100.00,57.31,52
4212205,LULA,5127,100.00,42.69,52
4212239,JAIR BOLSONARO,1486,100.00,50.15,11
4212239,LULA,1477,100.00,49.85,11
4212254,JAIR BOLSONARO,3632,100.00,63.93,21
4212254,LULA,2049,100.00,36.07,21
4212270,JAIR BOLSONARO,1228,100.00,45.11,11
4212270,LULA,1494,100.00,54.89,11
4212304,JAIR BOLSONARO,3588,100.00,65.45,21
4212304,LULA,1894,100.00,34.55,21
4212403,JAIR BOLSONARO,2578,100.00,77.37,13
4212403,LULA,754,100.00,22.63,13
4212502,JAIR BOLSONARO,13120,100.00,75.12,61
4212502,LULA,4345,100.00,24.88,61
4212601,JAIR BOLSONARO,1710,100.00,73.26,9
4212601,LULA,624,100.00,26.74,9
4212650,JAIR BOLSONARO,3898,100.00,59.85,26
4212650,LULA,2615,100.00,40.15,26
4212700,JAIR BOLSONARO,3579,100.00,77.89,20
4212700,LULA,1016,100.00,22.11,20
4212809,JAIR BOLSONARO,10532,100.00,73.32,51
4212809,LULA,3833,100.00,26.68,51
4212908,JAIR BOLSONARO,7754,100.00,61.07,41
4212908,LULA,4943,100.00,38.93,41
4213005,JAIR BOLSONARO,1521,100.00,64.15,8
4213005,LULA,850,100.00,35.85,8
4213104,JAIR BOLSONARO,2856,100.00,66.84,16
4213104,LULA,1417,100.00,33.16,16
4213153,JAIR BOLSONARO,1131,100.00,48.15,11
4213153,LULA,1218,100.00,51.85,11
4213203,JAIR BOLSONARO,16570,100.00,80.53,74
4213203,LULA,4007,100.00,19.47,74
4213302,JAIR BOLSONARO,1942,100.00,60.18,17
4213302,LULA,1285,100.00,39.82,17
4213351,JAIR BOLSONARO,1124,100.00,55.89,8
4213351,LULA,887,100.00,44.11,8
4213401,JAIR BOLSONARO,3320,100.00,51.21,28
4213401,LULA,3163,100.00,48.79,28
4213500,JAIR BOLSONARO,9455,100.00,74.29,45
4213500,LULA,3273,100.00,25.71,45
4213609,JAIR BOLSONARO,13254,100.00,67.74,84
4213609,LULA,6311,100.00,32.26,84
4213708,JAIR BOLSONARO,7517,100.00,77.35,34
4213708,LULA,2201,100.00,22.65,34
4213807,JAIR BOLSONARO,3031,100.00,59.00,19
4213807,LULA,2106,100.00,41.00,19
4213906,JAIR BOLSONARO,1102,100.00,78.71,6
4213906,LULA,298,100.00,21.29,6
4214003,JAIR BOLSONARO,8798,100.00,78.62,39
4214003,LULA,2392,100.00,21.38,39
4214102,JAIR BOLSONARO,1257,100.00,71.18,10
4214102,LULA,509,100.00,28.82,10
4214151,JAIR BOLSONARO,1325,100.00,62.65,9
4214151,LULA,790,100.00,37.35,9
4214201,JAIR BOLSONARO,3811,100.00,55.12,29
4214201,LULA,3103,100.00,44.88,29
4214300,JAIR BOLSONARO,1876,100.00,71.63,10
4214300,LULA,743,100.00,28.37,10
4214409,JAIR BOLSONARO,2925,100.00,70.55,20
4214409,LULA,1221,100.00,29.45,20
4214508,JAIR BOLSONARO,3436,100.00,75.78,17
4214508,LULA,1098,100.00,24.22,17
4214607,JAIR BOLSONARO,3662,100.00,72.17,25
4214607,LULA,1412,100.00,27.83,25
4214706,JAIR BOLSONARO,5678,100.00,79.06,30
4214706,LULA,1504,100.00,20.94,30
4214805,JAIR BOLSONARO,31258,100.00,76.50,147
4214805,LULA,9602,100.00,23.50,147
4214904,JAIR BOLSONARO,3280,100.00,84.89,16
4214904,LULA,584,100.00,15.11,16
4215000,JAIR BOLSONARO,18782,100.00,75.78,99
4215000,LULA,6003,100.00,24.22,99
4215059,JAIR BOLSONARO,1174,100.00,62.78,10
4215059,LULA,696,100.00,37.22,10
4215075,JAIR BOLSONARO,1977,100.00,59.01,19
4215075,LULA,1373,100.00,40.99,19
4215109,JAIR BOLSONARO,6303,100.00,79.77,29
4215109,LULA,1598,100.00,20.23,29
4215208,JAIR BOLSONARO,1821,100.00,55.27,14
4215208,LULA,1474,100.00,44.73,14
4215307,JAIR BOLSONARO,3776,100.00,75.23,19
4215307,LULA,1243,100.00,24.77,19
4215356,JAIR BOLSONARO,1011,100.00,38.99,11
4215356,LULA,1582,100.00,61.01,11
4215406,JAIR BOLSONARO,1983,100.00,69.41,11
4215406,LULA,874,100.00,30.59,11
4215455,JAIR BOLSONARO,5565,100.00,79.85,23
4215455,LULA,1404,100.00,20.15,23
4215505,JAIR BOLSONARO,5514,100.00,58.79,37
4215505,LULA,3865,100.00,41.21,37
4215554,JAIR BOLSONARO,1068,100.00,56.27,7
4215554,LULA,830,100.00,43.73,7
4215604,JAIR BOLSONARO,1149,100.00,68.88,8
4215604,LULA,519,100.00,31.12,8
4215653,JAIR BOLSONARO,4296,100.00,71.37,23
4215653,LULA,1723,100.00,28.63,23
4215679,JAIR BOLSONARO,3800,100.00,70.03,22
4215679,LULA,1626,100.00,29.97,22
4215687,JAIR BOLSONARO,823,100.00,42.73,6
4215687,LULA,1103,100.00,57.27,6
4215695,JAIR BOLSONARO,651,100.00,52.42,6
4215695,LULA,591,100.00,47.58,6
4215703,JAIR BOLSONARO,10896,100.00,68.97,60
4215703,LULA,4902,100.00,31.03,60
4215752,JAIR BOLSONARO,954,100.00,47.02,9
4215752,LULA,1075,100.00,52.98,9
4215802,JAIR BOLSONARO,39161,100.00,77.59,181
4215802,LULA,11312,100.00,22.41,181
4215901,JAIR BOLSONARO,1906,100.00,81.38,8
4215901,LULA,436,100.00,18.62,8
4216008,JAIR BOLSONARO,4360,100.00,63.21,29
4216008,LULA,2538,100.00,36.79,29
4216057,JAIR BOLSONARO,1507,100.00,58.21,13
4216057,LULA,1082,100.00,41.79,13
4216107,JAIR BOLSONARO,3507,100.00,57.17,24
4216107,LULA,2627,100.00,42.83,24
4216206,JAIR BOLSONARO,20615,100.00,69.80,115
4216206,LULA,8921,100.00,30.20,115
4216255,JAIR BOLSONARO,3304,100.00,76.50,19
4216255,LULA,1015,100.00,23.50,19
4216305,JAIR BOLSONARO,14256,100.00,78.75,64
4216305,LULA,3846,100.00,21.25,64
4216354,JAIR BOLSONARO,2504,100.00,81.43,14
4216354,LULA,571,100.00,18.57,14
4216404,JAIR BOLSONARO,3985,100.00,71.71,20
4216404,LULA,1572,100.00,28.29,20
4216503,JAIR BOLSONARO,8950,100.00,60.39,64
4216503,LULA,5871,100.00,39.61,64
4216602,JAIR BOLSONARO,93707,100.00,63.17,524
4216602,LULA,54634,100.00,36.83,524
4216701,JAIR BOLSONARO,6519,100.00,70.65,35
4216701,LULA,2708,100.00,29.35,35
4216800,JAIR BOLSONARO,2862,100.00,46.42,33
4216800,LULA,3303,100.00,53.58,33
4216909,JAIR BOLSONARO,9604,100.00,63.64,56
4216909,LULA,5486,100.00,36.36,56
4217006,JAIR BOLSONARO,6204,100.00,79.65,30
4217006,LULA,1585,100.00,20.35,30
4217105,JAIR BOLSONARO,2263,100.00,80.97,11
4217105,LULA,532,100.00,19.03,11
4217154,JAIR BOLSONARO,690,100.00,49.04,5
4217154,LULA,717,100.00,50.96,5
4217204,JAIR BOLSONARO,16594,100.00,65.87,90
4217204,LULA,8598,100.00,34.13,90
4217253,JAIR BOLSONARO,2528,100.00,72.33,12
4217253,LULA,967,100.00,27.67,12
4217303,JAIR BOLSONARO,4238,100.00,64.69,25
4217303,LULA,2313,100.00,35.31,25
4217402,JAIR BOLSONARO,8845,100.00,77.31,38
4217402,LULA,2596,100.00,22.69,38
4217501,JAIR BOLSONARO,6610,100.00,56.85,49
4217501,LULA,5018,100.00,43.15,49
4217550,JAIR BOLSONARO,1612,100.00,66.31,10
4217550,LULA,819,100.00,33.69,10
4217600,JAIR BOLSONARO,5828,100.00,67.56,33
4217600,LULA,2798,100.00,32.44,33
4217709,JAIR BOLSONARO,12668,100.00,70.72,69
4217709,LULA,5245,100.00,29.28,69
4217758,JAIR BOLSONARO,1122,100.00,53.61,11
4217758,LULA,971,100.00,46.39,11
4217808,JAIR BOLSONARO,9545,100.00,80.24,45
4217808,LULA,2350,100.00,19.76,45
4217907,JAIR BOLSONARO,3944,100.00,72.37,26
4217907,LULA,1506,100.00,27.63,26
4217956,JAIR BOLSONARO,875,100.00,53.19,6
4217956,LULA,770,100.00,46.81,6
4218004,JAIR BOLSONARO,17585,100.00,71.70,90
4218004,LULA,6940,100.00,28.30,90
4218103,JAIR BOLSONARO,2658,100.00,72.70,14
4218103,LULA,998,100.00,27.30,14
4218202,JAIR BOLSONARO,22756,100.00,82.33,96
4218202,LULA,4883,100.00,17.67,96
4218251,JAIR BOLSONARO,2172,100.00,51.20,18
4218251,LULA,2070,100.00,48.80,18
4218301,JAIR BOLSONARO,7106,100.00,62.30,45
4218301,LULA,4300,100.00,37.70,45
4218350,JAIR BOLSONARO,2008,100.00,64.13,12
4218350,LULA,1123,100.00,35.87,12
4218400,JAIR BOLSONARO,4594,100.00,83.01,20
4218400,LULA,940,100.00,16.99,20
4218509,JAIR BOLSONARO,4008,100.00,78.05,20
4218509,LULA,1127,100.00,21.95,20
4218608,JAIR BOLSONARO,3548,100.00,79.93,16
4218608,LULA,891,100.00,20.07,16
4218707,JAIR BOLSONARO,47779,100.00,74.93,238
4218707,LULA,15985,100.00,25.07,238
4218756,JAIR BOLSONARO,2571,100.00,75.55,15
4218756,LULA,832,100.00,24.45,15
4218806,JAIR BOLSONARO,7034,100.00,82.34,29
4218806,LULA,1509,100.00,17.66,29
4218855,JAIR BOLSONARO,1282,100.00,61.55,10
4218855,LULA,801,100.00,38.45,10
4218905,JAIR BOLSONARO,4675,100.00,72.07,28
4218905,LULA,1812,100.00,27.93,28
4218954,JAIR BOLSONARO,1166,100.00,60.32,8
4218954,LULA,767,100.00,39.68,8
4219002,JAIR BOLSONARO,10265,100.00,77.59,53
4219002,LULA,2964,100.00,22.41,53
4219101,JAIR BOLSONARO,1338,100.00,54.21,10
4219101,LULA,1130,100.00,45.79,10
4219150,JAIR BOLSONARO,1054,100.00,52.08,11
4219150,LULA,970,100.00,47.92,11
4219176,JAIR BOLSONARO,1941,100.00,58.57,13
4219176,LULA,1373,100.00,41.43,13
4219200,JAIR BOLSONARO,3285,100.00,72.77,17
4219200,LULA,1229,100.00,27.23,17
4219309,JAIR BOLSONARO,21928,100.00,72.06,113
4219309,LULA,8501,100.00,27.94,113
4219358,JAIR BOLSONARO,2525,100.00,69.85,16
4219358,LULA,1090,100.00,30.15,16
4219408,JAIR BOLSONARO,2021,100.00,71.95,11
4219408,LULA,788,100.00,28.05,11
4219507,JAIR BOLSONARO,17718,100.00,61.29,114
4219507,LULA,11189,100.00,38.71,114
4219606,JAIR BOLSONARO,1752,100.00,57.12,15
4219606,LULA,1315,100.00,42.88,15
4219705,JAIR BOLSONARO,12416,100.00,66.73,70
4219705,LULA,6189,100.00,33.27,70
4219853,JAIR BOLSONARO,1473,100.00,58.31,8
4219853,LULA,1053,100.00,41.69,8
4220000,JAIR BOLSONARO,6130,100.00,65.41,38
4220000,LULA,3241,100.00,34.59,38
4300034,JAIR BOLSONARO,1753,100.00,59.20,12
4300034,LULA,1208,100.00,40.80,12
4300059,JAIR BOLSONARO,1868,100.00,69.62,13
4300059,LULA,815,100.00,30.38,13
4300109,JAIR BOLSONARO,6146,100.00,58.18,48
4300109,LULA,4418,100.00,41.82,48
4300208,JAIR BOLSONARO,3269,100.00,66.32,21
4300208,LULA,1660,100.00,33.68,21
4300307,JAIR BOLSONARO,2411,100.00,53.08,28
4300307,LULA,2131,100.00,46.92,28
4300406,JAIR BOLSONARO,19414,100.00,47.12,193
4300406,LULA,21787,100.00,52.88,193
4300455,JAIR BOLSONARO,1374,100.00,51.27,14
4300455,LULA,1306,100.00,48.73,14
4300471,JAIR BOLSONARO,994,100.00,61.51,8
4300471,LULA,622,100.00,38.49,8
4300505,JAIR BOLSONARO,2446,100.00,49.44,22
4300505,LULA,2501,100.00,50.56,22
4300554,JAIR BOLSONARO,816,100.00,55.74,7
4300554,LULA,648,100.00,44.26,7
4300570,JAIR BOLSONARO,1700,100.00,75.45,8
4300570,LULA,553,100.00,24.55,8
4300604,JAIR BOLSONARO,51956,100.00,50.35,419
4300604,LULA,51231,100.00,49.65,419
4300638,JAIR BOLSONARO,1757,100.00,50.16,15
4300638,LULA,1746,100.00,49.84,15
4300646,JAIR BOLSONARO,2797,100.00,56.87,19
4300646,LULA,2121,100.00,43.13,19
4300661,JAIR BOLSONARO,733,100.00,69.61,4
4300661,LULA,320,100.00,30.39,4
4300703,JAIR BOLSONARO,3325,100.00,82.24,16
4300703,LULA,718,100.00,17.76,16
4300802,JAIR BOLSONARO,7241,100.00,80.32,40
4300802,LULA,1774,100.00,19.68,40
4300851,JAIR BOLSONARO,1389,100.00,53.32,13
4300851,LULA,1216,100.00,46.68,13
4300877,JAIR BOLSONARO,3117,100.00,66.67,16
4300877,LULA,1558,100.00,33.33,16
4300901,JAIR BOLSONARO,3018,100.00,57.45,20
4300901,LULA,2235,100.00,42.55,20
4301008,JAIR BOLSONARO,9260,100.00,67.93,53
4301008,LULA,4371,100.00,32.07,53
4301057,JAIR BOLSONARO,3816,100.00,63.53,25
4301057,LULA,2191,100.00,36.47,25
4301073,JAIR BOLSONARO,1922,100.00,83.17,10
4301073,LULA,389,100.00,16.83,10
4301107,JAIR BOLSONARO,3574,100.00,46.25,36
4301107,LULA,4153,100.00,53.75,36
4301206,JAIR BOLSONARO,4783,100.00,57.69,39
4301206,LULA,3508,100.00,42.31,39
4301305,JAIR BOLSONARO,4230,100.00,37.39,52
4301305,LULA,7082,100.00,62.61,52
4301404,JAIR BOLSONARO,4714,100.00,66.32,29
4301404,LULA,2394,100.00,33.68,29
4301503,JAIR BOLSONARO,3432,100.00,68.45,26
4301503,LULA,1582,100.00,31.55,26
4301552,JAIR BOLSONARO,1634,100.00,60.12,11
4301552,LULA,1084,100.00,39.88,11
4301602,JAIR BOLSONARO,30449,100.00,46.31,273
4301602,LULA,35303,100.00,53.69,273
4301636,JAIR BOLSONARO,3623,100.00,53.12,28
4301636,LULA,3198,100.00,46.88,28
4301651,JAIR BOLSONARO,3048,100.00,72.26,17
4301651,LULA,1170,100.00,27.74,17
4301701,JAIR BOLSONARO,2751,100.00,60.77,20
4301701,LULA,1776,100.00,39.23,20
4301750,JAIR BOLSONARO,2245,100.00,61.98,15
4301750,LULA,1377,100.00,38.02,15
4301800,JAIR BOLSONARO,1745,100.00,51.22,16
4301800,LULA,1662,100.00,48.78,16
4301859,JAIR BOLSONARO,948,100.00,46.49,10
4301859,LULA,1091,100.00,53.51,10
4301875,JAIR BOLSONARO,1000,100.00,45.05,11
4301875,LULA,1220,100.00,54.95,11
4301909,JAIR BOLSONARO,4089,100.00,53.20,33
4301909,LULA,3597,100.00,46.80,33
4301925,JAIR BOLSONARO,782,100.00,53.93,6
4301925,LULA,668,100.00,46.07,6
4301958,JAIR BOLSONARO,1322,100.00,58.34,11
4301958,LULA,944,100.00,41.66,11
4302006,JAIR BOLSONARO,2966,100.00,46.08,29
4302006,LULA,3471,100.00,53.92,29
4302055,JAIR BOLSONARO,646,100.00,39.01,8
4302055,LULA,1010,100.00,60.99,8
4302105,JAIR BOLSONARO,55971,100.00,75.80,265
4302105,LULA,17873,100.00,24.20,265
4302154,JAIR BOLSONARO,757,100.00,48.12,6
4302154,LULA,816,100.00,51.88,6
4302204,JAIR BOLSONARO,3057,100.00,64.77,19
4302204,LULA,1663,100.00,35.23,19
4302220,JAIR BOLSONARO,1138,100.00,67.10,10
4302220,LULA,558,100.00,32.90,10
4302238,JAIR BOLSONARO,1083,100.00,60.13,9
4302238,LULA,718,100.00,39.87,9
4302253,JAIR BOLSONARO,1531,100.00,75.09,10
4302253,LULA,508,100.00,24.91,10
4302303,JAIR BOLSONARO,3260,100.00,51.68,34
4302303,LULA,3048,100.00,48.32,34
4302352,JAIR BOLSONARO,6757,100.00,77.67,29
4302352,LULA,1943,100.00,22.33,29
4302378,JAIR BOLSONARO,860,100.00,48.29,7
4302378,LULA,921,100.00,51.71,7
4302402,JAIR BOLSONARO,4991,100.00,63.82,34
4302402,LULA,2830,100.00,36.18,34
4302451,JAIR BOLSONARO,2455,100.00,54.71,23
4302451,LULA,2032,100.00,45.29,23
4302501,JAIR BOLSONARO,1633,100.00,42.28,23
4302501,LULA,2229,100.00,57.72,23
4302584,JAIR BOLSONARO,1323,100.00,65.33,10
4302584,LULA,702,100.00,34.67,10
4302600,JAIR BOLSONARO,877,100.00,40.21,12
4302600,LULA,1304,100.00,59.79,12
4302659,JAIR BOLSONARO,1986,100.00,61.64,15
4302659,LULA,1236,100.00,38.36,15
4302709,JAIR BOLSONARO,4955,100.00,43.85,46
4302709,LULA,6346,100.00,56.15,46
4302808,JAIR BOLSONARO,7096,100.00,37.23,92
4302808,LULA,11965,100.00,62.77,92
4302907,JAIR BOLSONARO,2897,100.00,45.09,32
4302907,LULA,3528,100.00,54.91,32
4303004,JAIR BOLSONARO,28555,100.00,60.10,216
4303004,LULA,18957,100.00,39.90,216
4303103,JAIR BOLSONARO,46256,100.00,58.56,276
4303103,LULA,32734,100.00,41.44,276
4303202,JAIR BOLSONARO,1998,100.00,60.77,14
4303202,LULA,1290,100.00,39.23,14
4303301,JAIR BOLSONARO,1520,100.00,46.86,16
4303301,LULA,1724,100.00,53.14,16
4303400,JAIR BOLSONARO,2098,100.00,59.37,16
4303400,LULA,1436,100.00,40.63,16
4303509,JAIR BOLSONARO,22770,100.00,59.30,165
4303509,LULA,15626,100.00,40.70,165
4303558,JAIR BOLSONARO,1358,100.00,64.51,11
4303558,LULA,747,100.00,35.49,11
4303608,JAIR BOLSONARO,2580,100.00,65.82,19
4303608,LULA,1340,100.00,34.18,19
4303673,JAIR BOLSONARO,1777,100.00,80.44,11
4303673,LULA,432,100.00,19.56,11
4303707,JAIR BOLSONARO,2374,100.00,55.95,27
4303707,LULA,1869,100.00,44.05,27
4303806,JAIR BOLSONARO,2869,100.00,73.85,18
4303806,LULA,1016,100.00,26.15,18
4303905,JAIR BOLSONARO,28341,100.00,67.96,162
4303905,LULA,13361,100.00,32.04,162
4304002,JAIR BOLSONARO,1535,100.00,48.62,16
4304002,LULA,1622,100.00,51.38,16
4304101,JAIR BOLSONARO,1361,100.00,53.92,11
4304101,LULA,1163,100.00,46.08,11
4304200,JAIR BOLSONARO,10324,100.00,58.75,85
4304200,LULA,7249,100.00,41.25,85
4304309,JAIR BOLSONARO,3378,100.00,69.48,26
4304309,LULA,1484,100.00,30.52,26
4304358,JAIR BOLSONARO,1974,100.00,32.55,26
4304358,LULA,4090,100.00,67.45,26
4304408,JAIR BOLSONARO,16937,100.00,66.64,97
4304408,LULA,8480,100.00,33.36,97
4304507,JAIR BOLSONARO,19270,100.00,58.56,156
4304507,LULA,13636,100.00,41.44,156
4304606,JAIR BOLSONARO,108143,100.00,54.90,753
4304606,LULA,88851,100.00,45.10,753
4304614,JAIR BOLSONARO,654,100.00,42.61,10
4304614,LULA,881,100.00,57.39,10
4304622,JAIR BOLSONARO,802,100.00,48.26,8
4304622,LULA,860,100.00,51.74,8
4304630,JAIR BOLSONARO,20498,100.00,64.46,111
4304630,LULA,11303,100.00,35.54,111
4304655,JAIR BOLSONARO,989,100.00,43.49,13
4304655,LULA,1285,100.00,56.51,13
4304663,JAIR BOLSONARO,5956,100.00,42.85,57
4304663,LULA,7943,100.00,57.15,57
4304671,JAIR BOLSONARO,1680,100.00,58.68,11
4304671,LULA,1183,100.00,41.32,11
4304689,JAIR BOLSONARO,3472,100.00,54.78,25
4304689,LULA,2866,100.00,45.22,25
4304697,JAIR BOLSONARO,1396,100.00,61.44,12
4304697,LULA,876,100.00,38.56,12
4304705,JAIR BOLSONARO,22264,100.00,60.42,149
4304705,LULA,14582,100.00,39.58,149
4304713,JAIR BOLSONARO,2577,100.00,54.45,20
4304713,LULA,2156,100.00,45.55,20
4304804,JAIR BOLSONARO,14478,100.00,74.59,72
4304804,LULA,4931,100.00,25.41,72
4304853,JAIR BOLSONARO,586,100.00,49.79,5
4304853,LULA,591,100.00,50.21,5
4304903,JAIR BOLSONARO,4557,100.00,72.28,22
4304903,LULA,1748,100.00,27.72,22
4304952,JAIR BOLSONARO,1502,100.00,59.82,10
4304952,LULA,1009,100.00,40.18,10
4305009,JAIR BOLSONARO,3579,100.00,57.17,33
4305009,LULA,2681,100.00,42.83,33
4305108,JAIR BOLSONARO,180592,100.00,66.43,1094
4305108,LULA,91262,100.00,33.57,1094
4305116,JAIR BOLSONARO,1210,100.00,52.82,9
4305116,LULA,1081,100.00,47.18,9
4305124,JAIR BOLSONARO,1636,100.00,39.57,22
4305124,LULA,2498,100.00,60.43,22
4305132,JAIR BOLSONARO,1722,100.00,60.68,19
4305132,LULA,1116,100.00,39.32,19
4305157,JAIR BOLSONARO,958,100.00,42.67,8
4305157,LULA,1287,100.00,57.33,8
4305173,JAIR BOLSONARO,2915,100.00,52.50,23
4305173,LULA,2637,100.00,47.50,23
4305207,JAIR BOLSONARO,4097,100.00,49.99,39
4305207,LULA,4099,100.00,50.01,39
4305306,JAIR BOLSONARO,4072,100.00,62.43,29
4305306,LULA,2451,100.00,37.57,29
4305355,JAIR BOLSONARO,8870,100.00,45.32,81
4305355,LULA,10700,100.00,54.68,81
4305371,JAIR BOLSONARO,1039,100.00,51.46,16
4305371,LULA,980,100.00,48.54,16
4305405,JAIR BOLSONARO,1577,100.00,55.61,13
4305405,LULA,1259,100.00,44.39,13
4305439,JAIR BOLSONARO,1068,100.00,35.12,12
4305439,LULA,1973,100.00,64.88,12
4305447,JAIR BOLSONARO,2356,100.00,67.10,14
4305447,LULA,1155,100.00,32.90,14
4305454,JAIR BOLSONARO,3923,100.00,50.25,38
4305454,LULA,3884,100.00,49.75,38
4305504,JAIR BOLSONARO,1800,100.00,59.06,14
4305504,LULA,1248,100.00,40.94,14
4305587,JAIR BOLSONARO,1233,100.00,67.05,9
4305587,LULA,606,100.00,32.95,9
4305603,JAIR BOLSONARO,1782,100.00,70.66,11
4305603,LULA,740,100.00,29.34,11
4305702,JAIR BOLSONARO,2871,100.00,62.32,19
4305702,LULA,1736,100.00,37.68,19
4305801,JAIR BOLSONARO,3776,100.00,55.92,25
4305801,LULA,2976,100.00,44.08,25
4305835,JAIR BOLSONARO,870,100.00,78.95,9
4305835,LULA,232,100.00,21.05,9
4305850,JAIR BOLSONARO,1305,100.00,66.08,10
4305850,LULA,670,100.00,33.92,10
4305871,JAIR BOLSONARO,1396,100.00,65.39,10
4305871,LULA,739,100.00,34.61,10
4305900,JAIR BOLSONARO,2255,100.00,48.13,24
4305900,LULA,2430,100.00,51.87,24
4305934,JAIR BOLSONARO,975,100.00,78.00,6
4305934,LULA,275,100.00,22.00,6
4305959,JAIR BOLSONARO,2261,100.00,77.19,12
4305959,LULA,668,100.00,22.81,12
4305975,JAIR BOLSONARO,1269,100.00,56.35,10
4305975,LULA,983,100.00,43.65,10
4306007,JAIR BOLSONARO,4644,100.00,55.06,45
4306007,LULA,3790,100.00,44.94,45
4306056,JAIR BOLSONARO,2491,100.00,52.27,19
4306056,LULA,2275,100.00,47.73,19
4306072,JAIR BOLSONARO,925,100.00,44.86,11
4306072,LULA,1137,100.00,55.14,11
4306106,JAIR BOLSONARO,19195,100.00,54.00,156
4306106,LULA,16354,100.00,46.00,156
4306130,JAIR BOLSONARO,1142,100.00,67.86,11
4306130,LULA,541,100.00,32.14,11
4306205,JAIR BOLSONARO,5021,100.00,64.74,39
4306205,LULA,2735,100.00,35.26,39
4306304,JAIR BOLSONARO,2021,100.00,60.78,12
4306304,LULA,1304,100.00,39.22,12
4306320,JAIR BOLSONARO,1130,100.00,52.22,15
4306320,LULA,1034,100.00,47.78,15
4306353,JAIR BOLSONARO,886,100.00,44.50,12
4306353,LULA,1105,100.00,55.50,12
4306379,JAIR BOLSONARO,1267,100.00,53.73,13
4306379,LULA,1091,100.00,46.27,13
4306403,JAIR BOLSONARO,13698,100.00,67.13,83
4306403,LULA,6706,100.00,32.87,83
4306429,JAIR BOLSONARO,749,100.00,47.29,8
4306429,LULA,835,100.00,52.71,8
4306452,JAIR BOLSONARO,1907,100.00,76.65,9
4306452,LULA,581,100.00,23.35,9
4306502,JAIR BOLSONARO,3746,100.00,46.72,36
4306502,LULA,4272,100.00,53.28,36
4306551,JAIR BOLSONARO,1273,100.00,62.65,11
4306551,LULA,759,100.00,37.35,11
4306601,JAIR BOLSONARO,9878,100.00,46.60,110
4306601,LULA,11319,100.00,53.40,110
4306700,JAIR BOLSONARO,1316,100.00,54.65,11
4306700,LULA,1092,100.00,45.35,11
4306734,JAIR BOLSONARO,2103,100.00,64.83,17
4306734,LULA,1141,100.00,35.17,17
4306759,JAIR BOLSONARO,1201,100.00,70.52,8
4306759,LULA,502,100.00,29.48,8
4306767,JAIR BOLSONARO,10436,100.00,51.29,75
4306767,LULA,9910,100.00,48.71,75
4306809,JAIR BOLSONARO,9544,100.00,69.35,58
4306809,LULA,4218,100.00,30.65,58
4306908,JAIR BOLSONARO,5840,100.00,40.97,72
4306908,LULA,8413,100.00,59.03,72
4306924,JAIR BOLSONARO,419,100.00,43.97,4
4306924,LULA,534,100.00,56.03,4
4306932,JAIR BOLSONARO,3187,100.00,54.28,26
4306932,LULA,2684,100.00,45.72,26
4306957,JAIR BOLSONARO,1052,100.00,50.55,9
4306957,LULA,1029,100.00,49.45,9
4306973,JAIR BOLSONARO,1249,100.00,60.87,8
4306973,LULA,803,100.00,39.13,8
4307005,JAIR BOLSONARO,42893,100.00,66.96,244
4307005,LULA,21164,100.00,33.04,244
4307054,JAIR BOLSONARO,1298,100.00,55.47,10
4307054,LULA,1042,100.00,44.53,10
4307104,JAIR BOLSONARO,1203,100.00,31.76,19
4307104,LULA,2585,100.00,68.24,19
4307203,JAIR BOLSONARO,1600,100.00,46.82,16
4307203,LULA,1817,100.00,53.18,16
4307302,JAIR BOLSONARO,2061,100.00,46.46,25
4307302,LULA,2375,100.00,53.54,25
4307401,JAIR BOLSONARO,1153,100.00,54.83,11
4307401,LULA,950,100.00,45.17,11
4307450,JAIR BOLSONARO,1077,100.00,44.56,12
4307450,LULA,1340,100.00,55.44,12
4307500,JAIR BOLSONARO,5978,100.00,57.97,42
4307500,LULA,4335,100.00,42.03,42
4307559,JAIR BOLSONARO,2768,100.00,68.77,16
4307559,LULA,1257,100.00,31.23,16
4307609,JAIR BOLSONARO,20924,100.00,71.29,107
4307609,LULA,8427,100.00,28.71,107
4307708,JAIR BOLSONARO,26136,100.00,50.96,215
4307708,LULA,25148,100.00,49.04,215
4307807,JAIR BOLSONARO,14439,100.00,72.19,81
4307807,LULA,5562,100.00,27.81,81
4307815,JAIR BOLSONARO,1330,100.00,55.93,15
4307815,LULA,1048,100.00,44.07,15
4307831,JAIR BOLSONARO,1181,100.00,59.92,8
4307831,LULA,790,100.00,40.08,8
4307864,JAIR BOLSONARO,1633,100.00,79.16,8
4307864,LULA,430,100.00,20.84,8
4307906,JAIR BOLSONARO,34359,100.00,74.55,176
4307906,LULA,11728,100.00,25.45,176
4308003,JAIR BOLSONARO,2743,100.00,59.93,21
